"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2016.MMP00032,2016.MMP00032,"South America","Mon, 01/11/2016 - 12:00",2016,January,9,6,15,15,,,,Drowning,"Near Terrón de Azúcar, Capurganá, Gulf of Urabá, off the coast of Colombia. Additional bodies found at La Playa, Unguía, Chocó, Colombia, on border with Panama.","Santa fe (radio) and Noticias RCN","8.2732015, -77.0478857","Darien Gap","http://bit.ly/1RjW49R, http://bit.ly/1nXJzVH, http://lat.ms/2hPkvjw","South America",3
2016.MMP00034,2016.MMP00034,"Central America","Mon, 01/11/2016 - 12:00",2016,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Las Choapas, near Coatzacoalcos, Veracruz, Mexico","NOAT Agencia de Noticias","19.1787635, -96.2113357",,http://bit.ly/1Q6RUvF,"Central America",1
2016.MMP00035,2016.MMP00035,"Western Asia","Tue, 01/12/2016 - 12:00",2016,January,1,,1,,,1,,Violence,"Syrian/Turkish border near Al-Hasaka province","Syrian Observatory for Human Rights","36.8585885, 40.1905489","Syria to Turkey",http://bit.ly/28Nnkxe,"Western Asia",4
2016.MMP00036,2016.MMP00036,"Northern Africa","Tue, 01/12/2016 - 12:00",2016,January,1,,1,,,,,"Mixed or unknown","Near to Wadihalfa, Sudan","Mixed Migration Monitoring Mechanism Initative (4mi)","21.7950029, 31.3237261","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2016.MMP00037,2016.MMP00037,"Eastern Africa","Tue, 01/12/2016 - 12:00",2016,January,1,,1,,,,,"Mixed or unknown","Near Las'anod, Somalia","Mixed Migration Monitoring Mechanism Initative (4mi)","8.476128, 47.3474798",,http://www.mixedmigration.org/4mi/,"Eastern Africa",2
2016.MMP00038,2016.MMP00038,"North America","Wed, 01/13/2016 - 12:00",2016,January,1,,1,,,1,,"Sickness / lack of access to adequate healthcare","In the woods near Falfurrias, Brooks County,Texas, US","Guanajuato Informa and Facebook","27.0116055, -98.3848503","US-Mexico border crossing","http://bit.ly/2ieDFMw, http://bit.ly/2hqAlOl, http://bit.ly/2hSJCQE","Northern America",5
2016.MMP00039,2016.MMP00039,Mediterranean,"Thu, 01/14/2016 - 12:00",2016,January,6,,6,,1,5,,Drowning,"washed up near Seferihisar, Izmir, Turkey, likely en route to Samos",Reuters,"37.9563279, 26.7408761","Eastern Mediterranean",https://www.reuters.com/article/us-europe-migrants-turkey-idUSKCN0US1GY20160114,Uncategorized,1
2016.MMP00040,2016.MMP00040,Mediterranean,"Thu, 01/14/2016 - 12:00",2016,January,3,3,6,13,3,3,2,Drowning,"near Ayvacik, Turkey, likely en route to Lesvos",Reuters,"39.6016207, 26.3981865","Eastern Mediterranean",https://www.reuters.com/article/us-europe-migrants-turkey-idUSKCN0US1GY20160114,Uncategorized,1
2016.MMP00041,2016.MMP00041,Mediterranean,"Fri, 01/15/2016 - 12:00",2016,January,3,,3,20,,,3,Drowning,"off coast of Agathonisi, near Didim, Turkey","Hellenic Coast Guard","37.3450251, 27.2805163","Eastern Mediterranean",http://bit.ly/1ZvuBkR,Uncategorized,5
2016.MMP00042,2016.MMP00042,Mediterranean,"Fri, 01/15/2016 - 12:00",2016,January,4,,4,9,,,3,Drowning,"off coast of Ahmetce area of Ayvacik, Turkey, en route to Lesvos","Daily Sabah","39.5280925, 26.4957204","Eastern Mediterranean",http://bit.ly/1ZvuBkR,Uncategorized,1
2016.MMP00043,2016.MMP00043,Mediterranean,"Fri, 01/15/2016 - 12:00",2016,January,1,,1,63,,,1,"Mixed or unknown","after boat reached Farmakonissi, Greece","Hellenic Coast Guard","37.2910973, 27.073482","Eastern Mediterranean",http://bit.ly/209Czm1,Uncategorized,5
2016.MMP00044,2016.MMP00044,"Northern Africa","Fri, 01/15/2016 - 12:00",2016,January,1,,1,,,,,"Vehicle accident / death linked to hazardous transport","Sinai, Egypt","Mixed Migration Monitoring Mechanism Initative (4mi)","29.5056218, 33.9750461",,http://www.mixedmigration.org/4mi/,"Northern Africa",2
2016.MMP00045,2016.MMP00045,"Northern Africa","Fri, 01/15/2016 - 12:00",2016,January,1,,1,,,,,"Sickness / lack of access to adequate healthcare","Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initative (4mi)","15.5015341, 32.5025561","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2016.MMP00046,2016.MMP00046,Mediterranean,"Sat, 01/16/2016 - 12:00",2016,January,6,,6,1,3,2,,Drowning,"washed up on Samos, Greece","Hellenic Coast Guard","37.7394729, 26.9239091","Eastern Mediterranean",http://www.hcg.gr/node/11850,Uncategorized,5
2016.MMP00047,2016.MMP00047,"Western Asia","Sat, 01/16/2016 - 12:00",2016,January,1,,1,,,1,,Violence,"Syrian/Turkish border near northern Deir Ezzor province","Syrian Observatory for Human Rights","36.7188825, 39.4889524","Syria to Turkey",http://bit.ly/28Nnkxe,"Western Asia",4
2016.MMP00048,2016.MMP00048,"Western Asia","Sun, 01/17/2016 - 12:00",2016,January,1,,1,,,1,,Violence,"Syrian/Turkish border at Ras al-Ayn (Sri Kaneh) area","Syrian Observatory for Human Rights","36.9673013, 40.3712527","Syria to Turkey",http://bit.ly/28Nnkxe,"Western Asia",4
2016.MMP00049,2016.MMP00049,Mediterranean,"Sat, 01/16/2016 - 12:00",2016,January,1,,1,,,,,Drowning,"washed up on Samos, Greece, in Remataki area","Hellenic Coast Guard","37.7394729, 26.9239091","Eastern Mediterranean",http://www.hcg.gr/node/11850,Uncategorized,5
2016.MMP00051,2016.MMP00051,Europe,"Sun, 01/17/2016 - 12:00",2016,January,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","found in car, on road 2 km from Alakurtti, Russia en route to Finland","The Barents Observer","66.9299814, 30.2313597",,http://bit.ly/1Qi9eDb,"Eastern Europe",1
2016.MMP00052,2016.MMP00052,Mediterranean,"Mon, 01/18/2016 - 12:00",2016,January,1,,1,,,,,Drowning,"found on Fournoi Island, Greece",HCG,"37.596379, 26.424823","Eastern Mediterranean",http://www.hcg.gr/node/11863,Uncategorized,5
2016.MMP00053,2016.MMP00053,Mediterranean,"Mon, 01/18/2016 - 12:00",2016,January,1,8,9,,,,,Drowning,"Channel of Sicily","IOM Italy","37.0930737, 11.8610189","Central Mediterranean",,Uncategorized,4
2016.MMP00054,2016.MMP00054,"Eastern Africa","Mon, 01/18/2016 - 12:00",2016,January,4,,4,,,,,"Mixed or unknown","In the sea, off the coast of Mombassa, Kenya","Mixed Migration Monitoring Mechanism Initative (4mi)","-4.0597504, 39.7015188",,http://www.mixedmigration.org/4mi/,"Eastern Africa",2
2016.MMP00055,2016.MMP00055,"Northern Africa","Tue, 01/19/2016 - 12:00",2016,January,14,,14,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Sahara Desert, Kurfra, Libya","Mixed Migration Monitoring Mechanism Initative (4mi)","23.2488413, 19.7242161","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2016.MMP00056,2016.MMP00056,"Eastern Africa","Tue, 01/19/2016 - 12:00",2016,January,1,,1,,,,,"Mixed or unknown","Near Jigjiga, Ethiopia","Mixed Migration Monitoring Mechanism Initative (4mi)","9.3521044, 42.7773712",,http://www.mixedmigration.org/4mi/,"Eastern Africa",2
2016.MMP00057,2016.MMP00057,Mediterranean,"Wed, 01/20/2016 - 12:00",2016,January,2,,2,46,1,1,1,"Harsh environmental conditions / lack of adequate shelter, food, water","between Turkey and Lesvos, Greece","Xinhua, The Pappas Post","39.2825019, 26.4139869","Eastern Mediterranean","http://bit.ly/1nb4FyJ, http://bit.ly/1WwG2sK",Uncategorized,3
2016.MMP00058,2016.MMP00058,Europe,"Wed, 01/20/2016 - 12:00",2016,January,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Western Bulgaria, near Serbian border",UNHCR,"42.8472657, 22.7585621","Western Balkans",http://www.unhcr.org/56aa19556.html,"Eastern Europe",4
2016.MMP00059,2016.MMP00059,"Central America","Wed, 01/20/2016 - 12:00",2016,January,1,,1,,,,,"Vehicle accident / death linked to hazardous transport","Villahermosa, Tabasco, Mexico","Dario Present","17.9927635, -92.9881407",,http://bit.ly/29yaGC5,"Central America",1
2016.MMP00060,2016.MMP00060,"Southern Africa","Wed, 01/20/2016 - 12:00",2016,January,14,,14,1,,,1,"Vehicle accident / death linked to hazardous transport","near Mokopane, Limpopo Province, South Africa","UBAlert, Chronicle.co.zw","-24.1813121, 28.9764104",,"http://bit.ly/1Pjv6Pr, http://bit.ly/1SyUYaB","Southern Africa",3
2016.MMP00061,2016.MMP00061,"Eastern Africa","Wed, 01/20/2016 - 12:00",2016,January,1,,1,,,,,"Mixed or unknown","Near Garowe, Somalia","Mixed Migration Monitoring Mechanism Initative (4mi)","8.4066579, 48.4713577",,http://www.mixedmigration.org/4mi/,"Eastern Africa",2
2016.MMP00062,2016.MMP00062,"Eastern Africa","Wed, 01/20/2016 - 12:00",2016,January,2,,2,,,,,"Mixed or unknown","Near Hargeysa, Somalia","Mixed Migration Monitoring Mechanism Initative (4mi)","9.5488981, 44.0293346",,http://www.mixedmigration.org/4mi/,"Eastern Africa",2
2016.MMP00063,2016.MMP00063,"Northern Africa","Wed, 01/20/2016 - 12:00",2016,January,2,,2,,,,,Violence,"Near Kessela, Sudan","Mixed Migration Monitoring Mechanism Initative (4mi)","15.4558144, 36.3787571","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2016.MMP00064,2016.MMP00064,"Northern Africa","Wed, 01/20/2016 - 12:00",2016,January,1,,1,,,,,"Mixed or unknown","Shemaliya, Sudan","Mixed Migration Monitoring Mechanism Initative (4mi)","19.4022552, 27.9053789","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2016.MMP00065,2016.MMP00065,"Northern Africa","Wed, 01/20/2016 - 12:00",2016,January,2,,2,,,,,"Vehicle accident / death linked to hazardous transport","Atbara, Sudan","Mixed Migration Monitoring Mechanism Initative (4mi)","17.6922271, 33.9762492","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2016.MMP00066,2016.MMP00066,"Eastern Africa","Thu, 01/21/2016 - 12:00",2016,January,2,,2,,,,,Violence,"10 hours walking from Senafe, Eritrea, towards the border with Ethiopia","Mixed Migration Monitoring Mechanism Initative (4mi)","14.6586717, 39.402114",,http://www.mixedmigration.org/4mi/,"Eastern Africa",2
2016.MMP00067,2016.MMP00067,Mediterranean,"Thu, 01/21/2016 - 12:00",2016,January,13,11,24,25,4,1,5,Drowning,"Off Turkey's western Foça coast, Izmir. En route to Lesvos, Greece","Today's Zaman","38.7042006, 26.5939167","Eastern Mediterranean","http://bit.ly/1RN3kLx, http://bit.ly/1UfZgkO, http://bit.ly/1Pa56nW",Uncategorized,3
2016.MMP00068,2016.MMP00068,"Western Asia","Thu, 01/21/2016 - 12:00",2016,January,1,,1,,,1,,Violence,"Syrian/Turkish border near northern Deir Ezzor province","Syrian Observatory for Human Rights","36.7188825, 39.4889524","Syria to Turkey",http://bit.ly/28Nnkxe,"Western Asia",4
2016.MMP00069,2016.MMP00069,Mediterranean,"Thu, 01/21/2016 - 12:00",2016,January,8,,8,41,2,,6,Drowning,"Farmakonisi, Greece","Hellenic Coast Guard via IOM Greece","37.2910973, 27.073482","Eastern Mediterranean",http://www.hcg.gr/node/11879,Uncategorized,5
2016.MMP00070,2016.MMP00070,Mediterranean,"Thu, 01/21/2016 - 12:00",2016,January,35,9,44,26,17,7,11,Drowning,"Kalymnos, Greece","Hellenic Coast Guard via IOM Greece","36.9505901, 26.9752129","Eastern Mediterranean","http://www.hcg.gr/node/11879, http://www.hcg.gr/node/11882",Uncategorized,5
2016.MMP00071,2016.MMP00071,Caribbean,"Thu, 01/21/2016 - 12:00",2016,January,1,,1,5,,1,,Violence,"10 km from Palmilla, Dominican Republic","Avance 24 en Linea","18.8376763, -70.8791497",,http://bit.ly/1UCG9n8,Caribbean,1
2016.MMP00072,2016.MMP00072,"Central America","Thu, 01/21/2016 - 12:00",2016,January,1,,1,,,1,,Drowning,"Rio Grande near Nuevo Laredo, Tamaulipas, Mexico","Hoy Tamaulipas","27.4531416, -99.6148525","US-Mexico border crossing",http://bit.ly/1ndeAUz,"Central America",1
2016.MMP00073,2016.MMP00073,Europe,"Sat, 01/23/2016 - 12:00",2016,January,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Western Bulgaria, near Serbian border",UNHCR,"42.8472657, 22.7585621","Western Balkans",http://www.unhcr.org/56aa19556.html,"Eastern Europe",4
2016.MMP00074,2016.MMP00074,Mediterranean,"Sat, 01/23/2016 - 12:00",2016,January,1,,1,,,1,,Drowning,"Found off the north coast of Samos Island, Greece","Hellenic Coast Guard via IOM Athens","37.7245805, 26.6778283","Eastern Mediterranean",http://www.hcg.gr/node/11885,Uncategorized,5
2016.MMP00075,2016.MMP00075,Europe,"Sat, 01/23/2016 - 12:00",2016,January,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Ancona, Italy. Had likely come on ferry from Greece.","Corriere Adriatico","43.6178474, 13.4913043",,http://bit.ly/1WHrois,"Southern Europe",1
2016.MMP00076,2016.MMP00076,Mediterranean,"Sun, 01/24/2016 - 12:00",2016,January,1,,1,,1,,1,Drowning,"Found on Lesvos Island, Greece. Kagia beach.","Hellenic Coast Guard via IOM Athens","37.596379, 26.424823","Eastern Mediterranean",http://www.hcg.gr/node/11886,Uncategorized,5
2016.MMP00077,2016.MMP00077,Mediterranean,"Sun, 01/24/2016 - 12:00",2016,January,2,,2,,1,1,,Drowning,"northeast of Samos, Greece",HCG,"37.7245805, 26.6778283","Eastern Mediterranean",http://www.hcg.gr/node/11888,Uncategorized,5
2016.MMP00078,2016.MMP00078,Mediterranean,"Sun, 01/24/2016 - 12:00",2016,January,1,,1,,,1,,Drowning,"Skyros island, Greece",HCG,"38.8729316, 24.4179892","Eastern Mediterranean",http://www.hcg.gr/node/11888,Uncategorized,5
2016.MMP00079,2016.MMP00079,Mediterranean,"Mon, 01/25/2016 - 12:00",2016,January,1,,1,,,1,1,"Mixed or unknown","Brought with many migrants to Sicily","IOM Rome","37.3439399, 14.1114399","Central Mediterranean",,Uncategorized,4
2016.MMP00080,2016.MMP00080,Europe,"Mon, 01/25/2016 - 12:00",2016,January,1,,1,2,,1,,Violence,"Kilkis, Greece (near FYROM border)","Greek Reporter, AFP","41.0023608, 22.8418114","Western Balkans","http://bit.ly/1OK9318, https://yhoo.it/1K88Gi5","Southern Europe",3
2016.MMP00081,2016.MMP00081,"Western Asia","Mon, 01/25/2016 - 12:00",2016,January,1,,1,5,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Masnaa, Lebanon","Gulf News","33.6982498, 35.9135246",,http://bit.ly/1OK96Kl,"Western Asia",1
2016.MMP00082,2016.MMP00082,Mediterranean,"Mon, 01/25/2016 - 12:00",2016,January,2,,2,,,2,,Drowning,"Samos, Greece",HCG,"37.7245805, 26.6778283","Eastern Mediterranean",http://www.hcg.gr/node/11895,Uncategorized,5
2016.MMP00083,2016.MMP00083,Mediterranean,"Mon, 01/25/2016 - 12:00",2016,January,1,,1,700,,1,1,"Mixed or unknown","Between North Africa and Sicily","IOM Italy","34.9627329, 13.8863347","Central Mediterranean",,Uncategorized,4
2016.MMP00084,2016.MMP00084,"North America","Mon, 01/25/2016 - 12:00",2016,January,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.8769, -111.78898","US-Mexico border crossing",http://www.humaneborders.info/app/map.asp,"Northern America",5
2016.MMP00085,2016.MMP00085,"Western Asia","Mon, 01/25/2016 - 12:00",2016,January,1,,1,,1,,,Violence,"Syrian/Turkish border near Derbassiyeh, Al-Hasakah province","Syrian Observatory for Human Rights","37.04621, 40.5417725","Syria to Turkey",http://bit.ly/28Nnkxe,"Western Asia",4
2016.MMP00086,2016.MMP00086,"Western Asia","Mon, 01/25/2016 - 12:00",2016,January,3,,3,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water",Lebanon,"Gulf News","33.8722894, 35.3033072",,http://bit.ly/1OK96Kl,"Western Asia",1
2016.MMP00087,2016.MMP00087,"North America","Tue, 01/26/2016 - 12:00",2016,January,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.29187, -113.1067","US-Mexico border crossing",http://www.humaneborders.info/app/map.asp,"Northern America",5
2016.MMP00088,2016.MMP00088,"North America","Tue, 01/26/2016 - 12:00",2016,January,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.95346, -113.05898","US-Mexico border crossing",http://www.humaneborders.info/app/map.asp,"Northern America",5
2016.MMP00089,2016.MMP00089,"South-eastern Asia","Tue, 01/26/2016 - 12:00",2016,January,23,12,35,,9,4,,Drowning,"beach near Bandar Penawar, Malaysia",SBS,"1.5296432, 104.2036279",,http://bit.ly/1PPhpC8,"South-eastern Asia",1
