"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location of death","Information Source",Coordinates,"Migrantion route",URL,"UNSD Geographical Grouping","Source Quality"
2015.MMP00178,2015.MMP00178,"North America","Sat, 06/13/2015 - 12:00",2015,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.33752, -112.38222","US-Mexico border crossing",,"Northern America",5
2015.MMP00179,2015.MMP00179,"Central America","Sun, 06/14/2015 - 12:00",2015,June,5,,5,,,,,Drowning,"Darien Gap, Río Turquesa, Bajo Chiquito, Panama","Ghana Web and Critica.com","7.7387116, -77.986971","Darien Gap","http://bit.ly/2gnXhxU, http://bit.ly/2gbBe1q","Central America",3
2015.MMP00180,2015.MMP00180,"Western Africa","Mon, 06/15/2015 - 12:00",2015,June,15,,15,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Near Dirkou, northeast of Agadez, Niger","IOM Niger","19.000389, 12.89499","Sahara Desert crossing",,"Western Africa",4
2015.MMP00181,2015.MMP00181,"Central America","Tue, 06/16/2015 - 12:00",2015,June,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Venustiano Carranza Avenue. Colony Rubén Jaramillo, Monterrey, Mexico","Noticiero Televisa","25.695667, -100.329018",,http://bit.ly/2fFsxuy,"Central America",1
2015.MMP00182,2015.MMP00182,"North America","Tue, 06/16/2015 - 12:00",2015,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.975633, -112.137383","US-Mexico border crossing",,"Northern America",5
2015.MMP00183,2015.MMP00183,"North America","Tue, 06/16/2015 - 12:00",2015,June,1,,1,,1,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.36045, -109.053383","US-Mexico border crossing",,"Northern America",5
2015.MMP00184,2015.MMP00184,"North America","Tue, 06/16/2015 - 12:00",2015,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.276183, -112.860316","US-Mexico border crossing",,"Northern America",5
2015.MMP00185,2015.MMP00185,"North America","Wed, 06/17/2015 - 12:00",2015,June,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.4, -109.136767","US-Mexico border crossing",,"Northern America",5
2015.MMP00186,2015.MMP00186,"North America","Wed, 06/17/2015 - 12:00",2015,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.40105, -110.73266","US-Mexico border crossing",,"Northern America",5
2015.MMP00187,2015.MMP00187,Mediterranean,"Wed, 06/17/2015 - 12:00",2015,June,3,,3,,,3,,Drowning,"Unspecified location in the Central Mediterranean","IOM Rome","34.9814784, 23.490954","Central Mediterranean",,Uncategorized,4
2015.MMP00188,2015.MMP00188,Europe,"Thu, 06/18/2015 - 12:00",2015,June,1,,1,1,,1,,"Vehicle accident / death linked to hazardous transport","Heathrow Airport, UK (en route from Johannesburg, South Africa)","The Guardian","51.47115, -0.456487",,"http://bit.ly/1Rgw7b9, http://bit.ly/1Bs6I7M, https://archive.vn/dTvG3","Northern Europe",3
2015.MMP00189,2015.MMP00189,"North America","Thu, 06/18/2015 - 12:00",2015,June,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.364767, -112.489183","US-Mexico border crossing",,"Northern America",5
2015.MMP00190,2015.MMP00190,"North America","Thu, 06/18/2015 - 12:00",2015,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.34122, -110.90572","US-Mexico border crossing",,"Northern America",5
2015.MMP00191,2015.MMP00191,"North America","Thu, 06/18/2015 - 12:00",2015,June,1,,1,19,1,,,Violence,"Encinitas, San Diego County, CA, USA","CTV News","32.591521, -117.120962","US-Mexico border crossing",http://bit.ly/1I8WLh9,"Northern America",1
2015.MMP00192,2015.MMP00192,"Eastern Africa","Fri, 06/19/2015 - 12:00",2015,June,2,,2,,,,,"Sickness / lack of access to adequate healthcare",Mozambique,"Mixed Migration Monitoring Mechanism Initative (4mi)","-18.563171, 35.002686",,http://www.mixedmigration.org/4mi/,"Eastern Africa",2
2015.MMP00193,2015.MMP00193,Mediterranean,"Sat, 06/20/2015 - 12:00",2015,June,,22,22,,,,,Drowning,"Boat left from the coast of Al Hoceima, Morocco. Search called off after 2 days with no sign","Asociación Pro Derechos Humanos de Andalucía","35.352515, -3.976368","Western Mediterranean",http://www.apdha.org/media/informe-frontera-sur-2016-web.pdf,Uncategorized,3
2015.MMP00194,2015.MMP00194,"North America","Sat, 06/20/2015 - 12:00",2015,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.01571, -112.95846","US-Mexico border crossing",http://bit.ly/1qUiMHJ,"Northern America",5
2015.MMP00195,2015.MMP00195,"Central America","Sun, 06/21/2015 - 12:00",2015,June,1,,1,,,1,,Drowning,"Rio Bravo, (Chihuahua?), Mexico",Contacto,"26.0379097, -98.086004","US-Mexico border crossing",http://bit.ly/1mSBY9T,"Central America",1
2015.MMP00196,2015.MMP00196,"Eastern Africa","Sun, 06/21/2015 - 12:00",2015,June,1,,1,,,,,Violence,"Jigiga, Ethiopia","Mixed Migration Monitoring Mechanism Initative (4mi)","9.355286, 42.795288",,http://www.mixedmigration.org/4mi/,"Eastern Africa",2
2015.MMP00197,2015.MMP00197,"North America","Mon, 06/22/2015 - 12:00",2015,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.25892, -113.08173","US-Mexico border crossing",,"Northern America",5
2015.MMP00198,2015.MMP00198,Mediterranean,"Tue, 06/23/2015 - 12:00",2015,June,1,,1,,,,,Violence,"Off the coast of Libya","IOM Rome and Breitbart","34.2345, 14.7437","Central Mediterranean","http://bit.ly/1PkI3I5, http://bit.ly/1pgJfts",Uncategorized,4
2015.MMP00199,2015.MMP00199,Mediterranean,"Tue, 06/23/2015 - 12:00",2015,June,6,,6,66,1,,,Drowning,"3.2 kilometers from the resort city of Bodrum, near Kara Ada, en route to Kos","Anadolu Agency and Today's Zaman, Action Group for Palestinian of Syria","37.0059, 27.4196","Eastern Mediterranean","http://bit.ly/1IbWNVk, http://bit.ly/1CqKrm6",Uncategorized,3
2015.MMP00200,2015.MMP00200,"North America","Thu, 06/25/2015 - 12:00",2015,June,1,,1,,,1,,Drowning,"All American Canal, Calexico CA, USA","Imperial County Coroner's Office","32.668685, -115.493137","US-Mexico border crossing",,"Northern America",5
2015.MMP00201,2015.MMP00201,Mediterranean,"Thu, 06/25/2015 - 12:00",2015,June,1,,1,,1,,,"Sickness / lack of access to adequate healthcare","Unspecified location between Egypt and Italy","Action Group for Palestinians of Syria","35.1288385, 18.902834","Central Mediterranean",https://actionpal.org.uk,Uncategorized,4
2015.MMP00202,2015.MMP00202,"Central America","Fri, 06/26/2015 - 12:00",2015,June,9,,9,6,,,,"Vehicle accident / death linked to hazardous transport","Municipality of Jalapa. About 55 km south east of Villahermosa, Tabasco while crossing the San Marcos River, Mexico","El Universo","17.7212, -92.8139",,http://bit.ly/1glFaYh,"Central America",1
2015.MMP00203,2015.MMP00203,Europe,"Fri, 06/26/2015 - 12:00",2015,June,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","French entrance to Channel Tunnel, France","The Guardian, Institute for Race Relations","46.227638, 2.213749","English Channel to the UK","http://bit.ly/1KNxevI, http://bit.ly/X7sOsL, https://archive.vn/nrOJ8","Western Europe",4
2015.MMP00204,2015.MMP00204,"North America","Sat, 06/27/2015 - 12:00",2015,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","4 miles south of Drew Road, Seeley, Imperial County, CA, USA","Imperial County Coroner's Office","32.67292759, -115.687354","US-Mexico border crossing",,"Northern America",5
2015.MMP00205,2015.MMP00205,"North America","Sat, 06/27/2015 - 12:00",2015,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.95853, -112.671173","US-Mexico border crossing",,"Northern America",5
2015.MMP00206,2015.MMP00206,"North America","Sun, 06/28/2015 - 12:00",2015,June,1,,1,,,1,,"Harsh environmental conditions / lack of adequate shelter, food, water","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.12359, -111.28911","US-Mexico border crossing",,"Northern America",5
2015.MMP00207,2015.MMP00207,Europe,"Mon, 06/29/2015 - 12:00",2015,June,1,,1,,1,,,"Vehicle accident / death linked to hazardous transport","A16 between Calais and Marck, France","Calais Migrant Solidarity","49.6107, 2.10938","English Channel to the UK","http://bit.ly/1DPsGT2, https://archive.vn/SYulb","Western Europe",4
2015.MMP00208,2015.MMP00208,"North America","Mon, 06/29/2015 - 12:00",2015,June,1,,1,,,1,,"Mixed or unknown","Imperial County, CA",Entravision,"33.0249505, -115.845025","US-Mexico border crossing",http://bit.ly/2ayUenC,"Northern America",1
2015.MMP00209,2015.MMP00209,"North America","Tue, 06/30/2015 - 12:00",2015,June,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.6337, -112.01128","US-Mexico border crossing",,"Northern America",5
2015.MMP00210,2015.MMP00210,"Western Africa","Mon, 06/01/2015 - 12:00",2015,June,1,,1,,,,,"Mixed or unknown","Sahara Desert between Agadez, Niger and Libya",MHub,"20.084053, 10.741789","Sahara Desert crossing",,"Western Africa",2
2015.MMP00211,2015.MMP00211,"Western Africa","Tue, 06/30/2015 - 12:00",2015,June,2,,2,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Sahara Desert between Agadez, Niger and Libya",MHub,"15.71238986, 4.981831","Sahara Desert crossing",,"Western Africa",2
2015.MMP00212,2015.MMP00212,"Western Africa","Mon, 06/01/2015 - 12:00",2015,June,1,,1,,,,,Violence,"Sahara Desert between Agadez, Niger and Libya",MHub,"19.075158, 8.024068","Sahara Desert crossing",,"Western Africa",2
2015.MMP00213,2015.MMP00213,"Western Africa","Mon, 06/01/2015 - 12:00",2015,June,1,,1,,,,,Violence,"Sahara Desert between Agadez, Niger and Libya",MHub,"19.075158, 8.02407","Sahara Desert crossing",,"Western Africa",2
2015.MMP00214,2015.MMP00214,"Western Africa","Mon, 06/01/2015 - 12:00",2015,June,2,,2,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Sahara Desert between Niamey, Niger and Subratah, Libya",MHub,"20.084053, 10.741789","Sahara Desert crossing",,"Western Africa",2
2015.MMP00215,2015.MMP00215,"North America","Wed, 07/01/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.62835, -111.75955","US-Mexico border crossing",,"Northern America",5
2015.MMP00216,2015.MMP00216,"North America","Wed, 07/01/2015 - 12:00",2015,July,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.59772, -111.89503","US-Mexico border crossing",,"Northern America",5
2015.MMP00217,2015.MMP00217,"North America","Thu, 07/02/2015 - 12:00",2015,July,1,,1,,,1,,Drowning,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.92525, -112.80985","US-Mexico border crossing","https://bbc.in/2Z3WuvQ, https://archive.vn/pTnr0","Northern America",5
2015.MMP00218,2015.MMP00218,"North America","Sat, 07/04/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.172, -112.9105","US-Mexico border crossing","https://bbc.in/2Z3WuvQ, https://archive.vn/pTnr0","Northern America",5
2015.MMP00219,2015.MMP00219,"Northern Africa","Mon, 07/06/2015 - 12:00",2015,July,1,,1,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Sudanese border with Libya","Mixed Migration Monitoring Mechanism Initative (4mi)","16.121094, 32.310913","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2015.MMP00220,2015.MMP00220,"Central America","Thu, 07/02/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","in train car in Apizaco, Tlaxcala","Cinco Radio","19.421016, -98.142549",,"http://bit.ly/24Bl93O, http://bit.ly/1xKzgmJ","Central America",1
2015.MMP00221,2015.MMP00221,"Central America","Sun, 07/05/2015 - 12:00",2015,July,2,,2,9,,,,"Vehicle accident / death linked to hazardous transport","Highway near San Dionisio del Mar, San Francisco Ixhuatan, Istmo de Tehuantepec, Oaxaca, Mexico","El Universal","16.357811, -94.758468",,http://eluni.mx/1ZEFSAj,"Central America",1
2015.MMP00222,2015.MMP00222,"Central America","Sun, 07/05/2015 - 12:00",2015,July,2,,2,,,,,"Vehicle accident / death linked to hazardous transport","General Hospital Ixtepec, Oaxaca, Mexico","El Heraldo Honduras","17.1602655, -97.33124",,http://bit.ly/2ftnGMy,"Central America",1
2015.MMP00223,2015.MMP00223,Mediterranean,"Thu, 07/09/2015 - 12:00",2015,July,9,,9,,1,8,,Drowning,"Off the coast of Ben Guerdane, southern Tunisia","IOM Tunisia and The Local","31.6534, 31.2891","Central Mediterranean",http://bit.ly/1G6D5Em,Uncategorized,4
2015.MMP00224,2015.MMP00224,"Central America","Tue, 07/07/2015 - 12:00",2015,July,1,,1,,,1,1,Drowning,"Rio Grande, near recreation centre La Playita, Reynosa, Tamaulipas, Mexico","La Prensa","26.0342774, -98.331911","US-Mexico border crossing",http://www.laprensa.mx/notas.asp?id=371404,"Central America",1
2015.MMP00225,2015.MMP00225,Europe,"Tue, 07/07/2015 - 12:00",2015,July,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","French entrance to Channel Tunnel, France","BBC, The Guardian, Institute for Race Relations","50.9143, 1.80038","English Channel to the UK","http://bbc.in/1HalLjR, http://bit.ly/1TnlRvV, https://archive.vn/InCXw, https://archive.vn/nrOJ8","Western Europe",4
2015.MMP00226,2015.MMP00226,Mediterranean,"Tue, 07/07/2015 - 12:00",2015,July,3,15,18,19,,,,Drowning,"Between the Greek islands of Farmakonisi and Agathonisi","IOM Greece - via Greek Authorities","37.3511, 27.0371","Eastern Mediterranean",http://bit.ly/1NRPfY7,Uncategorized,5
2015.MMP00227,2015.MMP00227,"North America","Thu, 07/09/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.05262, -112.47898","US-Mexico border crossing",,"Northern America",5
2015.MMP00228,2015.MMP00228,Mediterranean,"Thu, 07/09/2015 - 12:00",2015,July,12,,12,106,4,,,"Mixed or unknown","About 40 miles north of Libya","IOM Rome and Reuters","37.779414, 26.35341","Central Mediterranean",http://reut.rs/1M3kAIt,Uncategorized,4
2015.MMP00229,2015.MMP00229,Mediterranean,"Fri, 07/10/2015 - 12:00",2015,July,30,,30,,,,,Drowning,"Off the Tunisian coast, close to the city of Kelef.","IOM Rome","32.75, 13.7167","Central Mediterranean",https://archive.vn/Qblop,Uncategorized,4
2015.MMP00230,2015.MMP00230,"North America","Sat, 07/11/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.10445, -112.881117","US-Mexico border crossing",,"Northern America",5
2015.MMP00231,2015.MMP00231,Europe,"Mon, 07/13/2015 - 12:00",2015,July,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Calais-Eurotunnel, France","Calais Migrant Solidarity","51.0179, 1.47455","English Channel to the UK",https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/,"Western Europe",4
2015.MMP00232,2015.MMP00232,"North America","Tue, 07/14/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.187417, -112.812867","US-Mexico border crossing",,"Northern America",5
2015.MMP00233,2015.MMP00233,"North America","Wed, 07/15/2015 - 12:00",2015,July,1,,1,,,1,,"Accidental death","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.866059, -112.762808","US-Mexico border crossing",,"Northern America",5
2015.MMP00234,2015.MMP00234,Mediterranean,"Wed, 07/15/2015 - 12:00",2015,July,1,,1,,1,,1,"Sickness / lack of access to adequate healthcare","Between Libya and Italy","IOM Rome","35.7465, 14.4141","Central Mediterranean","http://bit.ly/1LxGjrn, http://bit.ly/1gJKO6T, http://bit.ly/10Pl9l0, http://bit.ly/14gJbau",Uncategorized,4
2015.MMP00235,2015.MMP00235,Europe,"Wed, 07/15/2015 - 12:00",2015,July,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","M5 near border crossing at Roezke, Hungary","Hu Lala","46.186966, 19.991362","Western Balkans",http://bit.ly/1MIyn3k,"Eastern Europe",1
2015.MMP00236,2015.MMP00236,Mediterranean,"Wed, 07/15/2015 - 12:00",2015,July,100,,100,,,,,Drowning,"Tajoura, 10 km east of Tripoli, Libya","Migrant Report","32.86529572, 13.092461","Central Mediterranean",http://bit.ly/1SkzR7f,Uncategorized,1
2015.MMP00237,2015.MMP00237,Mediterranean,"Thu, 07/16/2015 - 12:00",2015,July,6,,6,10,,,,Drowning,"Off the coast of the province of Canakkale, northwestern Turkey, en route to Lesvos","IOM Greece","39.2836, 26.5057","Eastern Mediterranean","http://bit.ly/1gDj5op, https://archive.vn/GpmOw, https://archive.vn/pTnr0",Uncategorized,4
2015.MMP00238,2015.MMP00238,Europe,"Thu, 07/16/2015 - 12:00",2015,July,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Calais, France","Calais Migrant Solidarity","50.9513, 1.85869","English Channel to the UK","https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/, https://archive.vn/KT9QT","Western Europe",4
2015.MMP00239,2015.MMP00239,"North America","Thu, 07/16/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.9741, -112.88585","US-Mexico border crossing",,"Northern America",5
2015.MMP00240,2015.MMP00240,Europe,"Sun, 07/19/2015 - 12:00",2015,July,1,,1,,,1,1,Drowning,"Eurotunnel, France","Calais Migrant Solidarity, Institute for Race Relations","49.3824, 2.10938","English Channel to the UK","https://calaismigrantsolidarity.wordpress.com/deaths-at-the-calais-border/, https://archive.vn/KT9QT","Western Europe",4
2015.MMP00241,2015.MMP00241,"Eastern Africa","Sun, 07/19/2015 - 12:00",2015,July,1,,1,,,,,"Mixed or unknown","In the sea near Mombassa, Kenya","Mixed Migration Monitoring Mechanism Initative (4mi)","-4.047485, 39.756104",,"http://www.mixedmigration.org/4mi/, https://archive.vn/WNdVg, https://archive.vn/pTnr0","Eastern Africa",2
2015.MMP00242,2015.MMP00242,"Central America","Tue, 07/21/2015 - 12:00",2015,July,3,,3,,,3,1,Drowning,"Rio Grande River near the City of Eagle Pass, Texas International Bridge No. 1. Recovered by Mexican authorities at in Coahuila. ","Eagle Pass Business Journal","28.7053102, -100.514148","US-Mexico border crossing","http://bit.ly/1MHOaPv, http://bit.ly/1CUWrln","Central America",3
2015.MMP00243,2015.MMP00243,"Central America","Thu, 07/23/2015 - 12:00",2015,July,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","La Cofradía, Tlajomulco, Jalisco, Mexico","TV Azteca Jalisco","20.056657, -104.098026",,http://bit.ly/12VUMvt,"Central America",1
2015.MMP00244,2015.MMP00244,"Northern Africa","Thu, 07/23/2015 - 12:00",2015,July,1,,1,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Sahara Desert, north of Khartoum, Sudan","Mixed Migration Monitoring Mechanism Initative (4mi)","19.316672, 33.031923","Sahara Desert crossing",http://www.mixedmigration.org/4mi/,"Northern Africa",2
2015.MMP00245,2015.MMP00245,"Northern Africa","Thu, 07/23/2015 - 12:00",2015,July,7,,7,,,,,"Harsh environmental conditions / lack of adequate shelter, food, water","Sahara Desert, beween Sudan and Libya","Mixed Migration Monitoring Mechanism Initative (4mi)","22.74454, 22.352479","Sahara Desert crossing","http://www.mixedmigration.org/4mi/, http://bit.ly/1DxA7u2, https://archive.vn/925ZV, https://archive.vn/pTnr0","Northern Africa",2
2015.MMP00246,2015.MMP00246,Mediterranean,"Thu, 07/23/2015 - 12:00",2015,July,40,,40,,,,,Drowning,"Off the coast of Libya","Press TV","34.2345, 14.7437","Central Mediterranean",http://www.presstv.ir/Detail/2015/07/23/421569/migrants-dead-Libya-coast-Mediterranean-Europe,Uncategorized,1
2015.MMP00247,2015.MMP00247,Europe,"Fri, 07/24/2015 - 12:00",2015,July,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Found on arrival in Folkestone, on British side of Eurotunnel","Independent, Institute of Race Relations","51.0960291, 1.037927","English Channel to the UK","http://ind.pn/1Irgvhr, https://archive.vn/nrOJ8","Northern Europe",4
2015.MMP00248,2015.MMP00248,Europe,"Fri, 07/24/2015 - 12:00",2015,July,1,,1,,1,,,"Vehicle accident / death linked to hazardous transport","A16 motorway, Northern France, near Channel Tunnel","The Express, Institute for Race Relations","50.0035406, 2.171916","English Channel to the UK","http://bit.ly/1IiUz1J, https://archive.vn/nrOJ8","Western Europe",4
2015.MMP00249,2015.MMP00249,Europe,"Fri, 07/24/2015 - 12:00",2015,July,1,,1,,,1,,Drowning,"Calais, France Eurotunnel site","The Express","50.9264539, 1.796832","English Channel to the UK",http://bit.ly/1HXOSXN,"Western Europe",1
2015.MMP00250,2015.MMP00250263,Mediterranean,"Mon, 07/27/2015 - 12:00",2015,July,8,,8,,,8,,"Mixed or unknown","Off the coast of Libya","IOM Rome","34.2345, 14.7437","Central Mediterranean",,Uncategorized,4
2015.MMP00250,2015.MMP00250264,Mediterranean,"Mon, 07/27/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Off the coast of Libya","IOM Rome","34.2345, 14.7437","Central Mediterranean",,Uncategorized,4
2015.MMP00250,2015.MMP00250265,Mediterranean,"Mon, 07/27/2015 - 12:00",2015,July,3,,3,,,3,,"Mixed or unknown","Off the coast of Libya","IOM Rome","34.2345, 14.7437","Central Mediterranean",,Uncategorized,4
2015.MMP00250,2015.MMP00250266,Mediterranean,"Mon, 07/27/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Off the coast of Libya","IOM Rome","34.2345, 14.7437","Central Mediterranean",,Uncategorized,4
2015.MMP00250,2015.MMP00250267,Mediterranean,"Mon, 07/27/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Off the coast of Libya","IOM Rome","34.2345, 14.7437","Central Mediterranean",,Uncategorized,4
2015.MMP00251,2015.MMP00251,Europe,"Mon, 07/27/2015 - 12:00",2015,July,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Eurotunnel, France","Liberation Society, Institute for Race Relations","50.9513, 1.85869","English Channel to the UK","http://www.liberation.fr/societe/2015/07/29/des-noms-derrieres-les-migrants-morts-a-calais_1355183, https://archive.vn/nrOJ8","Western Europe",4
2015.MMP00252,2015.MMP00252,"North America","Tue, 07/28/2015 - 12:00",2015,July,2,,2,,,,,"Mixed or unknown","Desert near Carrizo Springs, Dimmit County, Texas, USA",,"28.2597513, -100.245529","US-Mexico border crossing",http://bit.ly/2doy9KN,"Northern America",1
2015.MMP00253,2015.MMP00253,"North America","Tue, 07/28/2015 - 12:00",2015,July,1,,1,,,1,,Drowning,"All American Canal at Central Main Check, Calexico CA, USA","Imperial County Coroner's Office","32.6762497, -115.486683","US-Mexico border crossing",,"Northern America",5
2015.MMP00254,2015.MMP00254,"North America","Tue, 07/28/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.2658, -113.0729","US-Mexico border crossing",,"Northern America",5
2015.MMP00255,2015.MMP00255,"North America","Wed, 07/29/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.630183, -111.992767","US-Mexico border crossing",,"Northern America",5
2015.MMP00256,2015.MMP00256,Europe,"Wed, 07/29/2015 - 12:00",2015,July,1,,1,,,1,,"Vehicle accident / death linked to hazardous transport","Eurotunnel, France","The Guardian, Institute for Race Relations","50.9513, 1.85869","English Channel to the UK","http://bit.ly/1glqwRa, http://bit.ly/1Im65dN, https://archive.vn/nrOJ8","Western Europe",4
2015.MMP00257,2015.MMP00257,"Central America","Wed, 07/29/2015 - 12:00",2015,July,1,,1,,,1,,Drowning,"Rio Grande, Tamaulipas, Mexico","La Jornada","27.4954268, -99.514468","US-Mexico border crossing",http://bit.ly/1QjSzuh,"Central America",1
2015.MMP00258,2015.MMP00258,"North America","Thu, 07/30/2015 - 12:00",2015,July,1,,1,,,,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","32.065733, -111.600967","US-Mexico border crossing",,"Northern America",5
2015.MMP00259,2015.MMP00259,"North America","Thu, 07/30/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.845495, -110.61481","US-Mexico border crossing",,"Northern America",5
2015.MMP00260,2015.MMP00260,"North America","Fri, 07/31/2015 - 12:00",2015,July,1,,1,,,1,,"Mixed or unknown","Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","Pima County Office of the Medical Examiner (PCOME)","31.46345, -110.98145","US-Mexico border crossing",,"Northern America",5
