title,Year,Month,Route,Activity,Details,Count
MED0044,2016,April,,,Interceptions by Tunisian Coast Guard,23
MED0043,2016,April,,,Interceptions by Libyan Coast Guard,880
MED0042,2016,April,,,Arrivals in Cyprus,0
MED0041,2016,April,,,Sea arrivals in Greece,3650
MED0040,2016,April,,,Sea arrivals in Malta,0
MED0039,2016,April,,,Sea arrivals in Italy,9149
MED0038,2016,April,,,Land arrivals in Spain,0
MED0037,2016,April,,,Sea arrivals in Spain,451
MED0036,2016,March,,,Deaths recorded in Eastern Med,45
MED0035,2016,March,,,Deaths recorded in Central Med,258
MED0034,2016,March,,,Deaths recorded in Western Med,21
MED0033,2016,March,,,Interceptions by Turkish Coast Guard,8530
MED0032,2016,March,,,Interceptions by Tunisian Coast Guard,11
MED0031,2016,March,,,Interceptions by Libyan Coast Guard,2333
MED0030,2016,March,,,Arrivals in Cyprus,28
MED0029,2016,March,,,Sea arrivals in Greece,26971
MED0028,2016,March,,,Sea arrivals in Malta,0
MED0027,2016,March,,,Sea arrivals in Italy,9676
MED0026,2016,March,,,Land arrivals in Spain,0
MED0025,2016,March,,,Sea arrivals in Spain,351
MED0024,2016,February,,,Deaths recorded in Eastern Med,46
MED0023,2016,February,,,Deaths recorded in Central Med,7
MED0022,2016,February,,,Deaths recorded in Western Med,2
MED0021,2016,February,,,Interceptions by Turkish Coast Guard,8747
MED0020,2016,February,,,Interceptions by Tunisian Coast Guard,11
MED0019,2016,February,,,Interceptions by Libyan Coast Guard,120
MED0018,2016,February,,,Arrivals in Cyprus,0
MED0017,2016,February,,,Sea arrivals in Greece,57066
MED0016,2016,February,,,Sea arrivals in Malta,0
MED0015,2016,February,,,Sea arrivals in Italy,3828
MED0014,2016,February,,,Land arrivals in Spain,0
MED0013,2016,February,,,Sea arrivals in Spain,222
MED0012,2016,January,,,Deaths recorded in Eastern Med,275
MED0011,2016,January,,,Deaths recorded in Central Med,90
MED0010,2016,January,,,Deaths recorded in Western Med,5
MED0009,2016,January,,,Interceptions by Turkish Coast Guard,5506
MED0008,2016,January,,,Interceptions by Tunisian Coast Guard,0
MED0007,2016,January,,,Interceptions by Libyan Coast Guard,349
MED0006,2016,January,,,Arrivals in Cyprus,0
MED0005,2016,January,,,Sea arrivals in Greece,67415
MED0004,2016,January,,,Sea arrivals in Malta,0
MED0003,2016,January,,,Sea arrivals in Italy,5273
MED0002,2016,January,,,Land arrivals in Spain,0
MED0001,2016,January,,,Sea arrivals in Spain,492
